"ID","Title","Description","Join_Date","View_Count","Video_Count","Subscriber_Count","Is_Subcriber_Count_Hidden","Omitted"
"UCLY4d9qSVMXHScD19zIwyxg","Sailing Totem","We are a full-time traveling family that has sailed around the world. In 2008, we sold most of our belongings, moved onto our boat, and sailed away. Our three children have grown up on board! They were 4, 6 and 9 when we started and now we have a boat of teens who have been homeschool / worldschool / BOATschooled while circumnavigating. We're excited to share from our experiences for the inspiration and enjoyment of others. WELCOME to Sailing Totem!",2011-06-28,27599,4,2110,FALSE,FALSE
"UCgd7ThMBCH3sR53BBH4q3LA","Mothership Adrift Travel and Sailing","We're a UK family who have saved over many years to live the dream of travelling the world with our kids. We sold our belongings, closed our business and rented our house to buy a 20 year old sailboat . We want to show the kids that there is a bigger world out there and to appreciate the simple things in life, things that you find in the sea, the woods, up mountains, along the beach , the sky and the stars.

Our dream of cruising and exploring the world's oceans is matched with a desire to live a more off-grid and sustainable lifestyle. A background as RYA instructors, flotilla skippers and RNLI crew only partly prepared us for the challenges of a live-aboard life!

From buying a boat to homeschooling the kids, from cooking on a budget to making money while we travel, from sailboat maintenance to visiting amazing places - join our journey and share in our world adventure, as well as the challenges of family life, through our series of video blogs.  
",2017-03-29,2195165,170,15800,FALSE,FALSE
"UCuR2J1oSa3uKtOrLta-Dj0Q","Sailing SV KAO'S With The Real Captain Morgan","Joe and I (Sinda) decided to sell our house and downsize so that we could look for a boat to move onto. We came across KAO'S June of 2019 when spent the summer refitting, rewiring, and bringing her back from rotting in the Northern California high desert of Siskiyou County. We are going to sail around the globe with our dog Solar and hopefully you. Since we have taken over the ownership of her our lives have been a little chaotic so the name fits perfectly.

https://www.youtube.com/redirect?q=https%3A%2F%2Fwww.patreon.com%2FSailingSVKAOSWithTheRealCptnMorgan&event=video_description&v=pdc5s-GOaUk&redir_token=REVqM5g2hOvzPd0qFXBtRDun_Bp8MTU4MDY2MTExMEAxNTgwNTc0NzEw",2019-10-16,3884,24,72,FALSE,FALSE
"UC0Hwu6CRsq4zfnSXspXe6jg","Life in a Nutshell","An Adventurer and an Artist decide to leave the tropical islands of North Queensland, Australia behind to explore the world slowly. Join our adventures.",2016-12-06,2569871,283,13900,FALSE,FALSE
"UCygFW5C4W5OJbsyj0Tcj2IA","Sailing SV Ciganka","We have decided to change our life and live an adventure...we bought a sailboat without previous sailing experience, we will learn along the way..
Here we would like to share with you our progresses, our mistakes and of course the beautiful places we will visit.
We are bringing Ciganka to Rome port and from there we will start sailing in the Med while gaining some experience...and then, if everything goes as we hope, Ocean is our goal!
Let's hope to make our dream come true!",2017-04-21,4800,27,53,FALSE,FALSE
"UCBfiBva_30GS66aTW5rpY9g","s/v Blue Pearl","Traveling the world by boat , Dad (Rene) Mom (Joline) Robin (10 YO) and Lauren (7 YO)
We bought Blue Pearl , a Beneteau Oceanis 473 , in Lisbon in August 2016 after she just having cruised the Carib for a few years. And now , after a few minor alterations , sailed her from Lisbon to the south of Spain and into the Med in spring 2017 , and crossed the Atlantic teh end of 2018 and are now in Panama 

We will try to document our travels as much as possible. First and foremost for the family (brothers, sisters , parents & grandparents) that stay ""behind"" but you are more than welcome to join our travels ! 

youtube channel : well, you found it ;-) 

Facebook : https://www.facebook.com/SvBluePearl/

website : http://www.svbluepearl.com",2016-09-28,23830,45,417,FALSE,FALSE
"UCXRQW9mCZfwmw7_grIm6Y-w","Sailing SV Matahom","This is our adventure on our Leopard 44 sailing catamaran, Matahom.  Matahom is a Cebuano (Bisaya) word, which means ""beautiful"" to both the mind and the eyes.  

We are total noobs, learning from ground 0.  We have never sailed a day in our lives.  We love being on the water, in the ocean, diving and just about anything beach related.  
",2020-12-26,314892,22,1840,FALSE,FALSE
"UCqPmVpOkAFIu2yngRxDTaQg","Sailing SV Artemis","Artemis is based out of St. Petersburg, FL. Primarily cruising the west coast of Florida and throughout the keys, we're always looking for new adventures!",2017-04-06,81,1,8,FALSE,FALSE
"UC-rZD4Gk8cjoOKD62NbEtOw","Sailing Fabule","",2022-01-03,5022,3,111,FALSE,FALSE
"UCVIGPN_UyjLzow_SJ1Q453Q","Sailing SV Taipan","SV Taipan Sweden

Välkomna till vår kanal! Här kommer vi att lägga upp klipp från våra segeläventyr. Välkommen att följa oss om ni har lust!

Crew: Alf and Jessica, learning how to sail at 50+. Starting in Sweden where we live and who knows where we will end up.",2018-12-15,65900,54,670,FALSE,FALSE
"UCM4izHbFsRm02ZlARDG99kA","Sailing Catchin' Rays 2","This channel is to document our sailing adventure aboard our 42' catamaran that included preparing her for a life back at sea. When we found her, she'd spent years in a boatyard, alone and neglected. But we've changed all that - we've replaced all the standing rigging; outfitted her with all new electronics and bottom paint; serviced and inspected every system on board - all in preparation for the adventure of a lifetime.  Follow along as we set sail on a journey to catch some rays (and try to have as much fun as possible along the way.) Warning: you must have a sense of humor to enjoy this series.",2006-03-25,1115182,34,10000,FALSE,FALSE
"UCIcsyW5rnZofseMdrJUKMhQ","Captain Rick Moore","Life is about living! We invite you to share our journey with moments captured as they are experienced. Come live these moments with us! ⛵

More Videos at:  www.SailingSophisticatedLady.com",2007-07-13,88433054,954,146000,FALSE,FALSE
"UCiJD0P3QK7s--5Q--QzvT8w","Another Adventure","https://www.youtube.com/watch?v=jikmDP8IV5A",2017-05-16,3849563,57,26900,FALSE,FALSE
"UCcADD8kBMf24VQ_YxUkHleg","Sailing Orion","Join us (Sri, Heather, our toddler Kiran and puppy Lily) as we figure out how to sail in our 2019 Lagoon 42 catamaran. 
Hopefully through our experiences, we can share both the wonders and pitfalls of boat ownership. Life is an adventure - let's see how it goes!

Thanks for watching!

Sail Orion: https://www.sail-orion.com/

",2021-01-02,12490,2,104,FALSE,FALSE
"UCDE2YBlmbc3hUfZnPICSqbQ","SV Paquita","",2020-02-12,103321,36,4240,FALSE,FALSE
"UC1AdLhblJQNmUVw2d9_8mGA","Sailing Life on Jupiter","When locked down in Cape Town South Africa we had the spare time to start putting together some videos that we wanted to share with our family and friends. 

Cruising the world and life onboard, is pretty difficult to describe to people verbally. Making videos about this lifestyle help them understand why we love it. This was the beginning of our sailing channel. The early footage was never intended to entertain, or enlighten, so the early vids are a bit of a patchwork. 

 I hope that our videos inspire other dreamers to reach out, focus and obtain your dreams.

Hopefully some inspiration to ""Quit Job and Go Sailing"". 

Life is not supposed to be about just getting by. I find it ridiculous to spend your life paying off a mortgage just so that at the end of it, you have somewhere to live. You’ve only got one shot at it, as far as I can tell…. so make it special.  Dream big. Live in the “now”. Make every moment count…. towards your dreams.


",2019-09-29,1001885,115,11800,FALSE,FALSE
"UC7m3fuU8ASlIKz9LnV-vvJg","Sailing Wave Rover","Chapter 1 of Sailing Wave Rover (a 1979 Contessa 26)is all about how I rebuilt her from the keel up in 2018-19. After her launch in 2019 we (Wave Rover and me) embarked on a one year Atlantic circuit. We crossed the Atlantic twice and had some great adventures as can all be seen in the early episodes.

The channel continues 20 Aug 2021 with the building of my new boat. Wave Rover hull #1 is a brand new 21foot design that has been designed by a Naval Architect. It encompasses all the things I require to fulfill the Wave Rover philosophy of keeping it small, strong, and safe.  This as yet to be named craft is designed to complete a solo circumnavigation that I hope to start upon the completion of the building stage. Join me as I build and sail Wave Rover hull #1.

Alan lives on Prince Edward Island , Canada

My other channel is: Rover's Rest  https://www.youtube.com/channel/UC9k8PCCTlNyDzvYaef3Jekg

Mailing address:
4526 Route 12,
Bayside, PE,
Canada, C0B 1Y0
",2019-03-02,3204960,107,35800,FALSE,FALSE
"UC5xDht2blPNWdVtl9PkDmgA","Sail Life","Does DIY boat projects and living aboard a boat sound fun? Come join me! My end goal is to become a full-time cruiser. This will require me to make some big changes. I've already sold my house and purchased the sailboat of my dreams. Next up I'll, fix up the new boat and gain the experience required. Join me aboard SV Athena :-)",2009-04-17,24697334,468,104000,FALSE,FALSE
"UCKJ25r3GS5OabeaAHJE6p8g","Sailing SV Stramash","Just a few videos of me sailing my Endurance 44 “Stramash”. The plan is to document my trip around the world next near 2022 but before that it’s sea trials and adventures on the west coast of Scotland. ",2021-02-04,307,8,15,FALSE,FALSE
"UCLIfUGIt23uOTGVKFEIfP-w","Sailing the Island Girl","My ultimate goal in sailing SV Island Girl is to share my philosophy of ""Life Out Loud"",  and by doing so sharing my sailing adventures, my travels and my writing with you all. Thank you for participating in this with me!",2016-04-06,3623,4,90,FALSE,FALSE
"UCtZ2RUkuZxF_CIPLBhmQESw","Dylan Magaster","I'm Dylan Magaster, creator of FLORB, previous vandweller, and current sailor.",2015-12-05,341897,56,13200,FALSE,FALSE
"UC75XpP5mg4tZEqpQhVkiwnw","Sailing SV Eoti","We are work from boat, over 50, full time cruisers, sailing on a Moody 46 monohull named Eoti, and living the life. The work from boat full time lifestyle has us spending a lot of time on the East Coast of the United States. Sydney survived cancer and now is dealing with the after effects and a diagnosis of MS in remission.  These videos are documenting the journey and how bad ass Sydney is in real life. Sam is a former been there done that kind of guy. With one foot planted in industry, one foot planted in academia and another foot firmly planted in government he has a tendency to all over randomly. 
",2020-08-16,409,9,23,FALSE,FALSE
"UC8FhPW-91nwkEBnds6-bQOg","Sailing Spoondrifter","In 2018 our family bought a hurricane damaged sailboat in preparation for sailing around the world together. She needed a lot of work and our budget was tight so we spent the next three years doing the refit by ourselves. In May 2021 we put her back in the water and started learning how to sail her. This is our story as we learned, laughed, and cried our way to becoming a sailing family.

LOVE OUR VIDEOS AND WANT MORE?
Join our Crew on Patreon to chat with us, get exclusive videos and weekly realtime updates.
http://www.patreon.com/spoondrifters

OTHER WAYS TO SUPPORT US:
Buy us a lemonade - https://bit.ly/3v35gaJ
Donate Via Paypal - http://Paypal.me/spoondrifter

AMAZON LINKS:
Products we use and love:
https://amzn.to/3NYWQK8

Our WISH LIST 😁
https://amzn.to/3LGS9CV

OTHER PLACES TO FIND US:
Website & Blog - http://www.spoondrifters.com
Instagram - http://www.instagram.com/spoondrifters
Facebook - http://www.facebook.com/spoondrifters




",2017-01-11,2014532,208,12100,FALSE,FALSE
"UCCbzA3WfKnLtXHeFJjo3sQw","Sailing Sv Bendis","It always seems impossible until it is done!

What if can we make our own limitations become limitless? Close your eyes and ponder on a journey that helps you realise the true benefit of living, a journey that allows you to break the chains of conventional monotony…. This is our story about circumnavigation around the world! Sailing experiences, maintenance, refitting, travel and adventures. Your dreams come true without a lot of money. You must have just enough determination and hard work on it!

While we are realizing this journey, we want to share all details and adventures with our patrons, subscribers, likers, sponsors, our friends, our families and also be a source of motivation and assistance to other sailors.

PATREON: https://patreon.com/svbendis
WEBSITE: https://svbendis.com/
FACEBOOK: https://facebook.com/Sv-Bendis-101151984948446
INSTAGRAM: https://instagram.com/svbendis
TWITTER: https://twitter.com/svbendis",2020-05-23,441,5,56,FALSE,FALSE
"UCsas9UiSAEN4-TeRtQsPFGg","SV iDos","We're just getting ready for our next chapter in our lives and about to embark on a catamaran in hopes to sail across the seas..
Our plans are first to head north to Massachusetts and spend some time with family and friends than maybe head east to the Azores and spend as much time as we can there. There are 9 Islands to explore  than we might just head to Europe Join us in our dreams.
Thank you",2018-09-23,35542,53,662,FALSE,FALSE
"UC6_frvaxtsfya1IObNlfJLQ","Sailing Vessel Patrick John","This channel follows our journey in our Formosa 41' Ketch. We will be updating this page regularly so plese subscribe to keep up to date on our whereabouts!",2020-11-27,1068,12,40,FALSE,FALSE
"UCfLzBRoZcurz9T3QnrqAgKA","Sailing SV 2nd Wind","My YouTube channel is mainly about me and my Sailing life and hopefully as time goes on, I will venture further. I plan on retiring at 60 and by then have a big enough boat to sail across the Atlantic and beyond,
So if you have 5 or 10 minutes to spare, sit back and join me on my mini adventures and thanks for watching.",2014-06-27,60503,83,434,FALSE,FALSE
"UCrBZMlxhXBnAMtvc0DHzKpA","Sailing SV Na'vi","Hello!

We are Alyssa Marie and Braden Everly and we are beginning our journey with our 23' Seward, Na'vi! We both grew up in Colorado and moved to St. Pete, FL in the beginning of 2017. Why move from such a wonderful place as Colorado? THE WATER OF COURSE!! 

We want to take a moment to thank you for following our channel. We promise nothing other than positivity, love, chasing dreams and living the most abundant life possible. 

Thank you for joining our journey! #svnavi",2019-10-15,15,1,5,FALSE,FALSE
"UCuR2J1oSa3uKtOrLta-Dj0Q","Sailing SV KAO'S With The Real Captain Morgan","Joe and I (Sinda) decided to sell our house and downsize so that we could look for a boat to move onto. We came across KAO'S June of 2019 when spent the summer refitting, rewiring, and bringing her back from rotting in the Northern California high desert of Siskiyou County. We are going to sail around the globe with our dog Solar and hopefully you. Since we have taken over the ownership of her our lives have been a little chaotic so the name fits perfectly.

https://www.youtube.com/redirect?q=https%3A%2F%2Fwww.patreon.com%2FSailingSVKAOSWithTheRealCptnMorgan&event=video_description&v=pdc5s-GOaUk&redir_token=REVqM5g2hOvzPd0qFXBtRDun_Bp8MTU4MDY2MTExMEAxNTgwNTc0NzEw",2019-10-16,3884,24,72,FALSE,FALSE
"UCAcL8TEXkA1BghHri11JsYg","Sailing Beaver","Our story started as we bought our first sailboat in Norway, the chapters that followed was a series of steep learning curves, a great deal of foul language, some matter of fact lessons learnt all in a rather challenging degree of latitude being 59 north on the West coast of Norway. That being said, the early challenges have now evolved into a passion for offshore sailing and its unique lifestyle which has allowed us to experience and share the places that takes us with all the ups and downs associated. 

Although we are pretty new to the video production and YouTube in general, our focus is to have a realistic approach to all sides of sailing by sharing our offshore sailing experiences and the journey through our lens. If you would like to help support the channel or receive more regular updates we share plenty of additional content over on our Patreon page linked below.

https://www.patreon.com/sailingbeaver

Or

https://www.sailingbeaver.com

Sam & Nicole
X
",2019-07-14,1222906,35,16300,FALSE,FALSE
"UCZ4951nlfBQfVEmuISIxjfA","Sailing adventures of SV Cat A Pult.","Y",2013-05-06,946,4,84,FALSE,FALSE
"UCzcc4ZcIhNNz49Qf7WxEykg","Sailing Southern Cross","This channel is dedicated to documenting our experiences from purchasing, learning to sail Southern Cross sailing on the Pacific Ocean and eventually moving full time onto her to sail the world. We want to share our experiences with everyone who has dreamed of a life on the water. We have learned a lot of valuable information along the way with little guidance and know how intimidating of a process it can be. Our plan is to do a Pacific crossing from San Diego to the Southern Islands and after that who knows where we will end up.
 
.
  Southern Cross is a 1983 O'Day 39  built in Fall River, MA and is a USCG Documented Vessel. She turns salt water into fresh water and produces her own electricity. Join our adventure! Please subscribe and follow us on Facebook for continuing updates


Thanks again and enjoy.
S/V Southern Cross & Crew
https://twitter.com/svsoutherncross
https://www.google.com/+SVSouthernCross
https://www.facebook.com/pages/SV-Southern-Cross/600832790017022",2014-12-16,461892,43,5060,FALSE,FALSE
"UC83sSEgcwgb_QCr3N-xNcgQ","Sailing Seatramp","We, Mario and Nina saved up, bought a boat, quit our jobs and said goodbye to life behind a desk.
In May 2017 we left the safe harbor and started our new life on our Bavaria 46 Seatramp.

We hope to take you with us from the comfort of your desk or arm chair to experience this journey with us through the videos we will create and our pictures we will share with you. 

We would be really happy when you give us some feedback about our videos to try to make them better.",2017-03-05,1355326,189,8730,FALSE,FALSE
"UCNASZ7lA8AS_yKT89TAVP9w","Odd Life Crafting","We’re Duca and Roberta, a Brazilian couple that have bought a 44ft steel sailboat (Dinieper Tropic 1200) that was neglected for 22 years. After spending 2 years refitting her we named her Odd and it's FINALLY time to start exploring.

We hope to inspire others to follow their dreams.

Are you curious to know more about it? 
Don't forget to SUBSCRIBE and join us every SUNDAY for a new episode of our journey!!


",2016-09-17,37806248,260,238000,FALSE,FALSE
"UCjfh_pM48xnJ7dr4jTvt8cw","Sailing PILAR - Blue Dot Voyages","Sailing PILAR - Blue Dot Voyages is a Sailing channel sharing adventures of Dawn and Stephen Bell on SV PILAR,  a 2015 Leopard 48 Catamaran Yacht.  
⛵️Currently weekend and vacation voyagers, while we finish out the last years of our careers and prepare to sail around the world.  
⛵️Sail extensively in South Carolina, Georgia, North Carolina and Georgia.
⛵️Sailed Grand Cayman, Cuba and BVI.  
⛵️Offer sailing charters when we can that are longer travel opportunities where you learn to sail our catamaran!
⛵️We are not ""Below Deck""  drama,  but focus on sailing fun, life on the water, boat maintenance, marine creatures, unique places and islands.  

Visit our Web Site Blog for more than videos.          https://bluedotvoyages.com
Follow Facebook for sailing opportunities.               https://www.facebook.com/bluedotvoyages
Follow Instagram for the best travel pics.                 https://www.instagram.com/bluedotvoyages.sailingpilar",2015-06-02,44576,75,490,FALSE,FALSE
"UCN2OgwqosOznJgcdsAL4W1Q","Sailing Salacia Star","Please join two boomers as we embark on our new chapter & how we manage life & family from our MacIntosh 47’ sailboat heading home to Australia.
We were not ready to sit on the porch in our rocking chairs just yet & we set off on a journey around Australia in our RV to test out how the family would manage without us.  Of course they managed fine so after a few years in the RV we felt the time was right to fulfil our lifetime dream ......to sail around the world.
",2019-07-30,83237,141,1250,FALSE,FALSE
"UC64BFQulaAIl1xWG4DJlQ8A","Sailing Britaly","⛵ Sailing Britaly ⛵ We are Chris (British), Rossella (Italian), and Emma (Britalian!) We make informative sailing videos with the aim of helping YOU achieve YOUR cruising dreams, while working for a better world. Thanks to our Patrons we have planted 4,770 trees to date. Subscribe ➜ http://bit.ly/SBYouTube⛵

Get more from us here ➜ http://www.patreon.com/sailingbritaly 

Sailing Britaly on Social Media:

Instagram ➜ http://instagram.com/sailingbritaly
Twitter ➜ http://twitter.com/sailingbritaly
Facebook ➜ http://facebook.com/sailingbritaly

Sailing Britaly is a Helvellyn Ltd Brand. As an Amazon Associate we earn from qualifying purchases. This costs the buyer nothing, and we we only ever recommend products which we own and love, or would buy ourselves.

Thank you very much for watching, we really appreciate our viewers. 👍

Fair winds!
Chris, Rossella & Emma 😊

*** p.s. We are a FAMILY FRIENDLY channel, so please feel free to watch our videos anywhere, in the company of anyone! :-)",2017-02-24,3238015,139,32800,FALSE,FALSE
"UCR9G6w0JE9wCUjU4dUUxw1Q","Sailing SV ENZO","",2014-10-27,2461,3,16,FALSE,FALSE
"UC9XiCcxajVjd1FIyeoeNEGA","Sailing Nomad Citizen","Nomad Citizen is based on a sailboat sailing around the world. This is un unconventional voyage respecting seas and oceans of our lovely Planet Earth, being as ecological as possible. Our goal is to show a possibility of living differently, of an alternative lifestyle, one of many that exist.
We found the answer in practicing meditation, yoga and crossfit regularly and the key in a healthy lifestyle and a balanced nutrition. We would like to show you how life surprises us on our journey and how this project evolves on the way. We founded this YouTube Channel to introduce magnificent landscapes, adventures and fun into your homes
",2019-08-15,3116392,112,23700,FALSE,FALSE
"UChJHo4-v9hr0l_nxCd-S3eg","Sailing Sv Wind Witch","",2018-04-16,63,1,4,FALSE,FALSE
"UCpGf6LJD1J6WmAybuT3Xxqg","Sailing vessel Luxor","If your interested in Sailing and sailing related videos this is the channel for you. My name is Mike and I live on my Leopard sailing Catamaran with my wife ""Loretta"" and our Cat ""Mink"". I also transport all types of vessels as a Captain. Because of this I get to see all types of boats and share those experiences with you. so ya never know where the next episode will be from and what types of boats you will get to see. We appreciate you watching and really hope you consider subscribing to this adventure. Thank you very much!!
Captain Mike.
",2009-11-15,357871,38,13400,FALSE,FALSE
"UCgF3P33zmbewXrksprcvFJA","Sailing Learning By Doing","My name is Vernon, I'm a passionate observer, a life-long traveler and a seeker of adventure. I grew up In Motueka, New Zealand and have also Swiss citizenship and have been based there since 1997
My name is Marie-Morgane, I'm from France. I love being in the nature and enjoying the outdoors. Sailing is still very new to me but I'm enjoying Learning By Doing.
Schiehallion, our 37ft custom built sailboat  is our ticket to freedom, the vessel that gets us to the corners of the planet that intrigue us. We try to document the good, the bad and the amazing people we meet along the way. Join us every week for a new view.
Please feel free to ask questions and I will answer them to the best of my ability.
Live life, Respect others, Dream big, Do rad stuff!
@vernondeck
@marieonthetop
",2015-02-12,4875316,194,26800,FALSE,FALSE
"UC-RhmDrxuxpXx96KsNVCrDw","Distant Shores TV","The Distant Shores sailing adventure travel TV series follows the global sailing adventures of award-winning travel documentary filmmakers and sailing authors, Paul and Sheryl Shard. The TV series celebrates the sailing lifestyle and features the world's top nautical destinations as well as shore-side attractions. Sail off into the sunset with Paul and Sheryl and leave your cares behind... (130 x 30-minute episodes)",2009-07-22,12277680,210,96100,FALSE,FALSE
"UCsLbpeAg0c__xcEh0QbcUKg","Sailing Tangaroa","Hi we are James & Hannah and we live on board our 37ft James Wharram Catamaran Tangaroa (The Tanga),  sailing around Australia visiting some of the most remote and incredible places in OZ!
We live a simple life with a 40 litre Engle fridge, catch fish when we need and explore as much as we can because life is about LIVING!
We Surf, Dive, Sail and just froth out being in nature!
Subscribe and follow our adventures!


Much love Legends!",2015-07-29,2165452,48,16200,FALSE,FALSE
"UCo1SVuhySkvvbMxWljBSY1g","Expedition Drenched","Come Sailing with us!  DRENCHED is our love story with the ocean.  Join us as we sail, travel, and dive our way around the world!  We're two professional scuba divers from Hawaii on a journey around the world with a mission to share our love of all things aquatic.  Tune in each week as we bring you along to dive destinations near and far!

To learn more about us, our journey, and how you can be our dive buddy visit www.drencheddivers.com",2015-12-22,23098692,227,131000,FALSE,FALSE
"UCFyeH3BFnyZ-ofYdE8wILHQ","Sailing Island Rain","Sailing SV Island Rain. Island Rain is a Catalina 25 sailed on an inland lake of north Texas. Enjoy the journey of relaxation and occasional restoration. ",2020-11-20,3099,5,65,FALSE,FALSE
"UCCJ54yKA1Hz2W4GhrrxlBiQ","SV Vela Nautica","Hello Vela Nautica's Seaplorer!

We are Oliver and Nesa, a German  guy and a Filipina Girl from Philippines. We meet and fall in love on a tropical paradise in Philippines in the year 2012 . Oliver had already a passion for Sailing, while Me ( Nesa ) has no idea of what it is like in a boat and actually sailing. So, he introduce me the sailing life and surprisingly I fell in love , we started our sailing trip since 2013 and still counting.",2012-07-12,94511,24,1300,FALSE,FALSE
"UCth1kgfgzd3Us9T6ngAR78w","Sailing Zephyr","An adventurous couple from Australia who bought a sailboat on the other side of the world.  With ZERO sailing experience, we are attempting to circumnavigate the globe. With no clue on how to sail, we left our desk jobs, sold everything we had and bolted for Zephyr in the Caribbean. With your support, every week we will share our adventures, hilarious moments and amazing sights from the places we visit. Along the way, we hope to inspire awareness in marine conservation through the wonderful people we meet and engage in a more sustainable way of living. 

If you want to follow the journey around the world and become one of the Zephyr family:

 - Join the Crew on Patron: https://patreon.com/sailingzephyr

 -Or, if you feel like helping nudge us along a little further, you can make a donation on our website: http://sailingzephyr.com

Head over to sailingzephyr.com for more information!

For all inquiries: contact.sailingzephyr@gmail.com

Make sure to SUBSCRIBE!",2018-11-30,2306024,135,19800,FALSE,FALSE
"UCi9E1Hne0eutZHTEVnMTZ0Q","Expedition Evans","We're going to sail the world. But first we have to fix our newly purchased, salvaged 2008 Beneteau 49!
It's going to be an long battle with fiberglass..... lol
Fortunately we really like working on projects together and we are super excited to be making this boat a home for all our expeditions to come. 

-Brett and Jade Evans",2018-01-09,11299067,85,103000,FALSE,FALSE
"UC9rRsBE2nFbnUSjtmv6Jq6w","Sailing Ruby Rose","We have decided to sail the world. Yep, like many others. We sold up, rehoused the cats (that was such a wrench, we loved those cats) and moved onto a boat!
We are now sailing around the globe, filming our adventures and making some sweet videos. We hope you like what we do!

Website: http://www.yachtrubyrose.com
Patreon: http://www.patreon.com/yachtrubyrose
Facebook: http://www.facebook.com/yachtrubyrose
Instagram: http://www.instagram.com/yachtrubyrose
Twitter: http://www.twitter.com/yachtrubyrose


Cheers, 

Nick and Terysa",2015-03-15,23863242,333,151000,FALSE,FALSE
"UCRK7XMnmEL1mcDg9Q7xPrJA","SV Juliet","Hi! We're LeeAnne & Charlie, a California couple who embarked on the adventure of a lifetime.

We recently retired, chucked it all and moved aboard our 44-ft Mason sailboat, Juliet, along with our little dog Bubba. In October, 2019 we set sail to cruise around the Pacific Ocean for five years. Yes, you read that right...FIVE YEARS! Or maybe even longer. After decades of talking about this crazy idea, we're actually doing it.

This is not an easy lifestyle, but we are ready to face the hardships in order to experience a completely different way of life, and see places we normally would never get to see. We hope to inspire people to follow their dreams, wherever they may take them, however challenging they are.

The Coronavirus pandemic has added a whole new level of challenge to our adventure, but we're doing our best to pursue our adventure safely, and learn to live in this ""new normal"".

Join us as we chronicle our journey!",2019-04-04,31357,49,733,FALSE,FALSE
"UC4O6fWcLd5FyAVGiqHe7yrg","Sailing SV Gezgn","1994 yılından bu zamana kadar gelen tecrübelerimizin doğrultusunda, bu tecrübelerimizi size aktarma azmi ve isteğiyle, denize ve yelkene çok kişi kazandırabilmek için emeklilik dönemimizin hobisi olması amacıyla, DENİZ – İNSAN – YELKEN üçgeninin Yelken kısmını, özellikle Gezi Yelkenciliği, Navigasyon ve Astro-Navigasyon’u sizlere öğretebilmek için sv. Gezgn’imize sizleri konuk etmek istedik.
 
In line with our experience since 1994, with the determination and willingness to transfer these experiences to you, in order to gain a lot of people to the sea and sail, the sailing part of the triangle of MARINE - HUMAN - SAIL, especially Long Voyages Sailing, Navigation and Celestial-Navigation we wanted to host you in our sv. Gezgn so that we can teach you.",2020-05-19,15869,20,1290,FALSE,FALSE
"UCyziLqB0KFOoDaQEYVK13vQ","Sailing Steel Sapphire","Follow the various adventures of Steel Sapphire and her current custodians - Pete, Jen and Dixie the cat.",2017-08-28,24505,15,325,FALSE,FALSE
"UCdbwbgiUxJk6OedPesYD1mg","SV Morgane","We are sailing around the world on a Van de Stadt 34’ 
Almost 5 year on the way
Follow us on: www.morgane.ch",2014-11-05,56615,59,687,FALSE,FALSE
"UCQBScU_XNaNsL-vxph2lcnA","SV The Crooked Anchor","Life is all about taking chances & living life with no regrets. We never want to say, ""I wished I had"" but instead we want to say, ""Remember that time...?"" That is exactly why we decided to buy a sailboat, sold all of our belongings, quit our jobs & became full-time cruisers aboard our 32' Gemini Catamaran.   

Our crew consists of Captain Ken who is a woodworker, artist & fisherman & Ms. Kelly is a proud Veteran, beach enthusiast, & photographer.
 
Together we decided that we wanted more out of life than a 40+ hours work week just to pay the bills.  We are not your typical YouTubers but are 50something year old who want to share that you are never too old for this type of lifestyle.   

We chose this journey because we both feel the ocean nourishes our souls. We create videos to enlighten, entertain and share what works best for us. 
          
",2020-05-19,32573,84,462,FALSE,FALSE
"UCms_bNkZamOr6x5kfG9XglQ","Sailing Channels","Why we Sail? The universal theme among all sailors young and old, in yachts or simple boats, on a day sail or a voyage around the world, is sailing's amazing sense of freedom, the call of ""mother, mother ocean"" that pulls us beyond the horizon, that stretches our abilities and our need for security, that feeds our restless souls and satisfies our yearning for solitude and peace, the experience of being out-of-sight of land on the deep blue sea under a star-filled sky, of the humility of an endless expanse of ocean, alone with the awe of the wind on our face and serenity in our heart, being at one with the beauty of nature, free to sail the sea, to flow with the waves and follow our dreams.

In this channel we celebrate the Sailing YouTuber lifestyle, we float new channels and challenge our very idea of what it takes to liveaboard and sail.

""A ship in a harbor is safe, but that is not what boats are built for"".",2020-08-04,692169,16,6460,FALSE,FALSE
"UC_szN-hVW-8vkpYlj6pjlIg","SV Loki","Hello!

We are Trev, Lizzie and Aloy - a ragtag bunch on a mission to sail the world on our 43ft Morgan Center Cockpit. We are former musicians and longtime dreamers. Join us as we learn the ins and outs of boat ownership, the sailing lifestyle, digital nomading, and living off the grid.",2018-01-08,1209,9,47,FALSE,FALSE
"UCmpsmULJMx-Q7oDRy661RyQ","SV1 WildChild","Sailing Adventure. We keep the channel focused on real sailing and try not to dwell too much on things like what we ate for dinner. People subscribe to sailing channels because they LOVE sailing, in their hearts they wish they could do as we did and abandon life in the cookie cutter and run out to be free. We have actually done it but we never forget that sailors want to see genuine videos about real sailing. The wind the sky and the water are the biggest part of that and so many other sailing channels skip the sailing part. We try to focus on the sailing part. Of course we are also human and we try to be open and share our genuine human experience. What is it really like to go sailing like this? It turns out that it is not as romantic and fun as other channels make it out to be. Our channel will share with you what it is really like.",2018-02-25,616130,192,NA,TRUE,FALSE
